borough,building_addr,building_class,closest_fire_station,closest_police_station,commerical_units,lot_size,neighborhood,residential_units,school_district,year_built,zipcode
Queens,24125 144th Ave,Two Family Converted from One Family (B3),0.22 Miles  ,0.36 Miles  ,,"3,000",Rosedale,,29,1930,11422
Queens,24001 Caney Rd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.12 Miles  ,0.24 Miles  ,,"3,200",Rosedale,,29,1925,11422
Queens,24016 Weller Ave,Two Family Frame (B2),0.11 Miles  ,0.26 Miles  ,,"3,000",Rosedale,,29,1925,11422
Queens,24120 Weller Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.16 Miles  ,0.35 Miles  ,,"3,000",Rosedale,,29,1930,11422
Queens,24111 Weller Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.14 Miles  ,0.33 Miles  ,,"3,000",Rosedale,,29,1930,11422
Queens,24101 Weller Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.12 Miles  ,0.31 Miles  ,,"4,000",Rosedale,,29,1930,11422
Queens,24006 142nd Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.02 Miles  ,0.23 Miles  ,,"3,000",Rosedale,,29,1920,11422
Queens,24020 142nd Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.04 Miles  ,0.25 Miles  ,,"3,000",Rosedale,,29,1920,11422
Queens,14202 243rd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.16 Miles  ,0.37 Miles  ,,"2,000",Rosedale,,29,2006,11422
Queens,24017 142nd Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.04 Miles  ,0.25 Miles  ,,"3,000",Rosedale,,29,1925,11422
Queens,24042 141st Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.09 Miles  ,0.29 Miles  ,,"3,600",Rosedale,,29,1925,11422
Queens,14108 243rd St,One Story - Permanent Living Quarter (A2),0.16 Miles  ,0.37 Miles  ,,"4,000",Rosedale,,29,1945,11422
Queens,24119 142nd Ave,Two Family Converted from One Family (B3),0.14 Miles  ,0.35 Miles  ,,"4,000",Rosedale,,29,1945,11422
Queens,24115 142nd Ave,One Story - Permanent Living Quarter (A2),0.13 Miles  ,0.34 Miles  ,,"6,000",Rosedale,,29,1930,11422
Queens,24102 141st Ave,Two Family Converted from One Family (B3),0.11 Miles  ,0.31 Miles  ,,"3,000",Rosedale,,29,1925,11422
Queens,24005 141st Ave,Two Family Frame (B2),0.06 Miles  ,0.23 Miles  ,,"3,102",Rosedale,,29,1985,11422
Queens,24020 Memphis Ave,Two Family Frame (B2),0.09 Miles  ,0.26 Miles  ,,"4,200",Rosedale,,29,2005,11422
Queens,24126 Memphis Ave,One Story - Permanent Living Quarter (A2),0.16 Miles  ,0.36 Miles  ,,"4,000",Rosedale,,29,1925,11422
Queens,24033 Memphis Ave,Two Family Converted from One Family (B3),0.13 Miles  ,0.29 Miles  ,,"4,914",Rosedale,,29,1945,11422
Queens,24102 140th Ave,Predominant Retail with Other Uses (K4),0.16 Miles  ,0.32 Miles  ,,"2,045",Rosedale,,29,1931,11422
Queens,24110 140th Ave,Primarily Two Family with One Store or Office (S2),0.17 Miles  ,0.33 Miles  ,,"2,000",Rosedale,,29,1945,11422
Queens,24112 140th Ave,Two Family Brick (B1),0.17 Miles  ,0.33 Miles  ,,"2,000",Rosedale,,29,1945,11422
Queens,24108 140th Ave,Primarily Two Family with One Store or Office (S2),0.16 Miles  ,0.32 Miles  ,,"1,900",Rosedale,,29,1930,11422
Queens,14535 243rd St,One Story - Permanent Living Quarter (A2),0.36 Miles  ,0.42 Miles  ,,"5,000",Rosedale,,29,1950,11422
Queens,24338 Mayda Rd,Two Family Converted from One Family (B3),0.39 Miles  ,0.49 Miles  ,,"3,000",Rosedale,,29,1920,11422
Queens,24501 Newhall Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.39 Miles  ,0.47 Miles  ,,"3,000",Rosedale,,29,1920,11422
Queens,24333 Mayda Rd,Two Family Converted from One Family (B3),0.36 Miles  ,0.48 Miles  ,,"3,000",Rosedale,,29,1928,11422
Queens,24328 144th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.31 Miles  ,0.46 Miles  ,,"3,000",Rosedale,,29,1940,11422
Queens,24361 144th Ave,Two Family Converted from One Family (B3),0.34 Miles  ,0.52 Miles  ,,"3,000",Rosedale,,29,1940,11422
Queens,24357 Caney Rd,Two Family Brick (B1),0.31 Miles  ,0.50 Miles  ,,"5,000",Rosedale,,29,1950,11422
Queens,24337 Caney Rd,Cape Cod (A0),0.28 Miles  ,0.47 Miles  ,,"4,000",Rosedale,,29,1950,11422
Queens,14311 243rd St,Two Family Converted from One Family (B3),0.20 Miles  ,0.40 Miles  ,,"3,000",Rosedale,,29,1925,11422
Queens,24602 Memphis Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.21 Miles  ,0.42 Miles  ,,"9,443",Rosedale,,29,1925,11422
Queens,14212 248th St,Two Family Converted from One Family (B3),0.27 Miles  ,0.48 Miles  ,,"5,000",Rosedale,,29,1920,11422
Queens,14237 248th St,Two Family Brick (B1),0.28 Miles  ,0.48 Miles  ,,"4,000",Rosedale,,29,1955,11422
Queens,14217 248th St,Two Family Converted from One Family (B3),0.29 Miles  ,0.50 Miles  ,,"5,000",Rosedale,,29,1950,11422
Queens,14214 250th St,Two Family Frame (B2),0.35 Miles  ,0.56 Miles  ,,"5,000",Rosedale,,29,1960,11422
Queens,14227 249th St,Two Family Frame (B2),0.33 Miles  ,0.54 Miles  ,,"4,000",Rosedale,,29,1970,11422
Queens,25002 Memphis Ave,Two Family Converted from One Family (B3),0.38 Miles  ,0.59 Miles  ,,"5,000",Rosedale,,29,1930,11422
Queens,25012 Memphis Ave,Two Family Converted from One Family (B3),0.40 Miles  ,0.61 Miles  ,,"5,000",Rosedale,,29,1930,11422
Queens,14308 Caney Ln,Three Families (C0),0.38 Miles  ,0.57 Miles  ,,"4,031",Rosedale,,29,1990,11422
Queens,25112 Weller Ave,Two Family Frame (B2),0.42 Miles  ,0.61 Miles  ,,"4,000",Rosedale,,29,1955,11422
Queens,14324 253rd St,Two Family Frame (B2),0.42 Miles  ,0.60 Miles  ,,"3,697",Rosedale,,29,1990,11422
Queens,24935 145th Ave,Two Family Frame (B2),0.44 Miles  ,0.60 Miles  ,,"4,100",Rosedale,,29,1970,11422
Queens,14519 249th St,Large Suburban Residence (A3),0.42 Miles  ,0.55 Miles  ,,"4,770",Rosedale,,29,1955,11422
Queens,24947 Mayda Rd,Two Family Frame (B2),0.48 Miles  ,0.63 Miles  ,,"3,500",Rosedale,,29,1960,11422
Queens,24941 147th Ave,Two Family Converted from One Family (B3),0.48 Miles  ,0.61 Miles  ,,"8,098",Rosedale,,29,1950,11422
Queens,14403 253rd St,One Family Attached or Semi-Detached (A5),0.45 Miles  ,0.63 Miles  ,,"3,000",Rosedale,,29,1965,11422
Queens,14401 253rd St,One Family Attached or Semi-Detached (A5),0.45 Miles  ,0.63 Miles  ,,"4,800",Rosedale,,29,1965,11422
Queens,14412 Weller Ln,One Family Attached or Semi-Detached (A5),0.45 Miles  ,0.64 Miles  ,,"2,394",Rosedale,,29,1965,11422
Queens,14231 253rd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.47 Miles  ,0.68 Miles  ,,"4,750",Rosedale,,29,1950,11422
Queens,25320 Memphis Ave,Two Family Frame (B2),0.50 Miles  ,0.71 Miles  ,,"5,000",Rosedale,,29,1970,11422
Queens,14414 254th St,Two Family Frame (B2),0.50 Miles  ,0.69 Miles  ,,"4,200",Rosedale,,29,1950,11422
Queens,14418 254th St,One Story - Permanent Living Quarter (A2),0.51 Miles  ,0.70 Miles  ,,"4,200",Rosedale,,29,1950,11422
Queens,25827 147th Ave,Two Family Frame (B2),0.71 Miles  ,0.92 Miles  ,,"4,010",Rosedale,,29,1955,11422
Queens,25521 Memphis Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.60 Miles  ,0.81 Miles  ,,"1,900",Rosedale,,29,1915,11422
Queens,25704 144th Ave,Two Family Frame (B2),0.59 Miles  ,0.80 Miles  ,,"4,057",Rosedale,,29,1960,11422
Queens,25751 145th Ave,One Story - Permanent Living Quarter (A2),0.67 Miles  ,0.88 Miles  ,,"2,580",Rosedale,,29,1920,11422
Queens,25731 145th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.64 Miles  ,0.85 Miles  ,,"2,443",Rosedale,,29,1915,11422
Queens,25725 145th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.63 Miles  ,0.84 Miles  ,,"2,403",Rosedale,,29,1915,11422
Queens,25717 145th Ave,One Story - Permanent Living Quarter (A2),0.62 Miles  ,0.83 Miles  ,,"3,510",Rosedale,,29,1950,11422
Queens,25711 145th Ave,Two Family Frame (B2),0.61 Miles  ,0.82 Miles  ,,"3,160",Rosedale,,29,1950,11422
Queens,25741 144th Ave,Two Family Frame (B2),0.63 Miles  ,0.84 Miles  ,,"3,738",Rosedale,,29,1960,11422
Queens,14118 255th St,Two Family Converted from One Family (B3),0.57 Miles  ,0.78 Miles  ,,"5,000",Rosedale,,29,1945,11422
Queens,14128 255th St,Two Family Converted from One Family (B3),0.56 Miles  ,0.77 Miles  ,,"5,000",Rosedale,,29,1925,11422
Queens,14132 255th St,Two Family Converted from One Family (B3),0.56 Miles  ,0.77 Miles  ,,"5,000",Rosedale,,29,1920,11422
Queens,14115 253rd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.51 Miles  ,0.72 Miles  ,,"4,750",Rosedale,,29,1945,11422
Queens,14136 253rd St,Two Family Converted from One Family (B3),0.47 Miles  ,0.68 Miles  ,,"5,000",Rosedale,,29,1950,11422
Queens,14114 Caney Ln,One Story - Permanent Living Quarter (A2),0.45 Miles  ,0.65 Miles  ,,"5,000",Rosedale,,29,1960,11422
Queens,24908 Francis Lewis Blvd,Three Families (C0),0.40 Miles  ,0.61 Miles  ,,"4,054",Rosedale,,29,1960,11422
Queens,14124 250th St,Two Family Converted from One Family (B3),0.40 Miles  ,0.60 Miles  ,,"5,000",Rosedale,,29,1930,11422
Queens,24801 Memphis Ave,Two Family Converted from One Family (B3),0.31 Miles  ,0.52 Miles  ,,"4,000",Rosedale,,29,1925,11422
Queens,24810 Francis Lewis Blvd,Two Family Converted from One Family (B3),0.37 Miles  ,0.57 Miles  ,,"3,603",Rosedale,,29,1930,11422
Queens,24701 Memphis Ave,Two Family Converted from One Family (B3),0.28 Miles  ,0.48 Miles  ,,"5,000",Rosedale,,29,1930,11422
Queens,14031 247th St,Two Family Converted from One Family (B3),0.29 Miles  ,0.49 Miles  ,,"5,000",Rosedale,,29,1950,11422
Queens,24601 Memphis Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.24 Miles  ,0.44 Miles  ,,"5,000",Rosedale,,29,1920,11422
Queens,14009 243rd St,One Story - Permanent Living Quarter (A2),0.23 Miles  ,0.40 Miles  ,,"4,000",Rosedale,,29,1940,11422
Queens,24506 Francis Lewis Blvd,One Story Retail Building (K1),0.25 Miles  ,0.42 Miles  ,,"30,490",Rosedale,,29,1996,11422
Queens,14018 246th St,Two Family Converted from One Family (B3),0.27 Miles  ,0.44 Miles  ,,"5,000",Rosedale,,29,1920,11422
Queens,14022 246th St,Two Family Converted from One Family (B3),0.26 Miles  ,0.43 Miles  ,,"5,000",Rosedale,,29,2005,11422
Queens,25827 Francis Lewis Blvd,Two Family Frame (B2),0.78 Miles  ,0.98 Miles  ,,"4,355",Rosedale,,29,2006,11422
Queens,14504 Frankton St,Two Family Frame (B2),0.76 Miles  ,0.97 Miles  ,,"4,031",Rosedale,,29,2005,11422
Queens,13911 254th St,Two Family Converted from One Family (B3),0.61 Miles  ,0.81 Miles  ,,"5,867",Rosedale,,29,1930,11422
Queens,25115 Francis Lewis Blvd,Two Family Converted from One Family (B3),0.51 Miles  ,0.71 Miles  ,,"5,000",Rosedale,,29,1950,11422
Queens,25109 Francis Lewis Blvd,Cape Cod (A0),0.50 Miles  ,0.71 Miles  ,,"5,000",Rosedale,,29,1930,11422
Queens,13915 249th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.46 Miles  ,0.64 Miles  ,,"5,000",Rosedale,,29,1920,11422
Queens,13926 249th St,Two Family Frame (B2),0.42 Miles  ,0.61 Miles  ,,"2,500",Rosedale,,29,2000,11422
Queens,13931 247th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.37 Miles  ,0.54 Miles  ,,"5,000",Rosedale,,29,1920,11422
Queens,13911 247th St,Two Family Converted from One Family (B3),0.40 Miles  ,0.56 Miles  ,,"5,000",Rosedale,,29,1920,11422
Queens,13935 246th St,Two Family Frame (B2),0.35 Miles  ,0.50 Miles  ,,"2,500",Rosedale,,29,2005,11422
Queens,13929 246th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.36 Miles  ,0.51 Miles  ,,"5,000",Rosedale,,29,1925,11422
Queens,13923 246th St,Two Family Frame (B2),0.36 Miles  ,0.51 Miles  ,,"2,687",Rosedale,,29,1955,11422
Queens,13912 247th St,Two Family Brick (B1),0.39 Miles  ,0.54 Miles  ,,"5,000",Rosedale,,29,1955,11422
Queens,13928 246th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.34 Miles  ,0.48 Miles  ,,"5,000",Rosedale,,29,1925,11422
Queens,24511-24521 Francis Lewis Blvd,One Story Retail Building (K1),0.31 Miles  ,0.46 Miles  ,,"8,490",Rosedale,,29,1956,11422
Queens,13820 Caney Ln,One Story - Permanent Living Quarter (A2),0.55 Miles  ,0.73 Miles  ,,"5,000",Rosedale,,29,1950,11422
Queens,24903 139th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.49 Miles  ,0.66 Miles  ,,"5,000",Rosedale,,29,1920,11422
Queens,13812 249th St,Two Family Frame (B2),0.53 Miles  ,0.67 Miles  ,,"4,000",Rosedale,,29,1945,11422
Queens,24717 139th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.45 Miles  ,0.61 Miles  ,,"10,000",Rosedale,,29,1935,11422
Queens,24707 139th Ave,Two Family Frame (B2),0.44 Miles  ,0.59 Miles  ,,"5,000",Rosedale,,29,1955,11422
Queens,13830 247th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.46 Miles  ,0.58 Miles  ,,"2,750",Rosedale,,29,1930,11422
Queens,13730 249th St,Two Family Frame (B2),0.60 Miles  ,0.72 Miles  ,,"3,800",Rosedale,,29,1965,11422
Queens,13702 249th St,Two Family Converted from One Family (B3),0.66 Miles  ,0.78 Miles  ,,"4,400",Rosedale,,29,1945,11422
Queens,13731 249th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.61 Miles  ,0.74 Miles  ,,"2,500",Rosedale,,29,1925,11422
Queens,13703 249th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.66 Miles  ,0.79 Miles  ,,"2,500",Rosedale,,29,1925,11422
Queens,13716 257th St,Two Family Frame (B2),0.74 Miles  ,0.95 Miles  ,,"4,107",Rosedale,,29,1995,11422
Queens,13707 Frankton St,Three Families (C0),0.81 Miles  ,1.02 Miles  ,,"4,040",Rosedale,,29,1955,11422
Queens,26015 145th Ave,Three Families (C0),0.82 Miles  ,1.03 Miles  ,,"3,960",Rosedale,,29,1955,11422
Queens,26010 145th Ave,Two Family Frame (B2),0.83 Miles  ,1.04 Miles  ,,"5,588",Rosedale,,29,1966,11422
Queens,14749 Huxley St,Two Family Converted from One Family (B3),0.54 Miles  ,0.53 Miles  ,,"5,345",Rosedale,,29,1955,11422
Queens,24556 147th Rd,Two Family Frame (B2),0.52 Miles  ,0.58 Miles  ,,"3,800",Rosedale,,29,1950,11422
Queens,14732 253rd St,Three Families (C0),0.56 Miles  ,0.67 Miles  ,,"4,078",Rosedale,,29,1988,11422
Queens,14821 Huxley St,Two Family Converted from One Family (B3),0.64 Miles  ,0.62 Miles  ,,"5,592",Rosedale,,29,1960,11422
Queens,24928 148th Ave,Two Family Frame (B2),0.63 Miles  ,0.69 Miles  ,,"3,300",Rosedale,,29,1965,11422
Queens,24950 148th Ave,Two Family Frame (B2),0.65 Miles  ,0.72 Miles  ,,"3,300",Rosedale,,29,1965,11422
Queens,14845 Huxley St,Two Family Converted from One Family (B3),0.68 Miles  ,0.67 Miles  ,,"4,560",Rosedale,,29,1955,11422
Queens,24520 148th Rd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.67 Miles  ,0.68 Miles  ,,"2,600",Rosedale,,29,1965,11422
Queens,24524 148th Rd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.67 Miles  ,0.68 Miles  ,,"2,600",Rosedale,,29,1965,11422
Queens,24524 148th Dr,Two Family Frame (B2),0.72 Miles  ,0.72 Miles  ,,"4,000",Rosedale,,29,1960,11422
Queens,24562 148th Dr,Two Family Frame (B2),0.74 Miles  ,0.78 Miles  ,,"3,122",Rosedale,,29,1960,11422
Queens,24553 149th Ave,Two Family Frame (B2),0.76 Miles  ,0.80 Miles  ,,"2,822",Rosedale,,29,1960,11422
Queens,24516 149th Dr,Three Families (C0),0.88 Miles  ,0.87 Miles  ,,"4,000",Rosedale,,29,1960,11422
Queens,24528 149th Dr,Three Families (C0),0.88 Miles  ,0.88 Miles  ,,"4,200",Rosedale,,29,1960,11422
Queens,25323 147th Rd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.56 Miles  ,0.70 Miles  ,,"2,132",Rosedale,,29,1960,11422
Queens,25404 147th Ave,One Family Attached or Semi-Detached (A5),0.57 Miles  ,0.75 Miles  ,,"4,600",Rosedale,,29,1960,11422
Queens,25311 147th Dr,Two Family Frame (B2),0.59 Miles  ,0.71 Miles  ,,"4,947",Rosedale,,29,1960,11422
Queens,25309 148th Ave,One Family Attached or Semi-Detached (A5),0.63 Miles  ,0.73 Miles  ,,"2,280",Rosedale,,29,1960,11422
Queens,25338 148th Ave,Two Family Frame (B2),0.67 Miles  ,0.78 Miles  ,,"3,000",Rosedale,,29,2002,11422
Queens,25342 148th Ave,Two Family Frame (B2),0.68 Miles  ,0.79 Miles  ,,"4,000",Rosedale,,29,2002,11422
Queens,25323 148th Rd,Two Family Frame (B2),0.68 Miles  ,0.78 Miles  ,,"3,500",Rosedale,,29,1960,11422
Queens,25306 148th Rd,Two Family Frame (B2),0.70 Miles  ,0.77 Miles  ,,"3,600",Rosedale,,29,1960,11422
Queens,25369 148th Dr,Two Family Frame (B2),0.76 Miles  ,0.87 Miles  ,,"3,988",Rosedale,,29,1960,11422
Queens,25311 148th Dr,Two Family Frame (B2),0.72 Miles  ,0.79 Miles  ,,"3,500",Rosedale,,29,1960,11422
Queens,25369 149th Ave,Two Family Frame (B2),0.80 Miles  ,0.89 Miles  ,,"3,990",Rosedale,,29,1970,11422
Queens,25341 149th Ave,Two Family Frame (B2),0.78 Miles  ,0.86 Miles  ,,"3,420",Rosedale,,29,1970,11422
Queens,25322 149th Rd,Two Family Frame (B2),0.85 Miles  ,0.89 Miles  ,,"3,300",Rosedale,,29,1970,11422
Queens,25324 149th Rd,Three Families (C0),0.85 Miles  ,0.89 Miles  ,,"3,300",Rosedale,,29,1965,11422
Queens,25328 149th Rd,Two Family Frame (B2),0.85 Miles  ,0.90 Miles  ,,"3,300",Rosedale,,29,1970,11422
Queens,25330 149th Rd,Two Family Frame (B2),0.85 Miles  ,0.90 Miles  ,,"3,300",Rosedale,,29,1970,11422
Queens,25336 149th Rd,Two Family Frame (B2),0.86 Miles  ,0.91 Miles  ,,"4,100",Rosedale,,29,1965,11422
Queens,25327 149th Dr,Three Families (C0),0.87 Miles  ,0.91 Miles  ,,"4,000",Rosedale,,29,1967,11422
Queens,25319 149th Dr,Two Family Frame (B2),0.86 Miles  ,0.90 Miles  ,,"4,000",Rosedale,,29,1970,11422
Queens,14956 254th St,Three Families (C0),0.89 Miles  ,0.91 Miles  ,,"3,180",Rosedale,,29,1968,11422
Queens,25311 Craft Ave,Three Families (C0),0.98 Miles  ,0.96 Miles  ,,"3,350",Rosedale,,29,1971,11422
Queens,14975 253rd St,Two Family Frame (B2),0.93 Miles  ,0.92 Miles  ,,"4,600",Rosedale,,29,1960,11422
Queens,14979 255th St,Two Family Frame (B2),0.96 Miles  ,1.00 Miles  ,,"3,042",Rosedale,,29,1965,11422
Queens,14967 255th St,Two Family Frame (B2),0.94 Miles  ,0.98 Miles  ,,"4,000",Rosedale,,29,1965,11422
Queens,25434 Craft Ave,Two Family Frame (B2),1.00 Miles  ,1.04 Miles  ,,"2,600",Rosedale,,29,1960,11422
Queens,25332 Craft Ave,Three Families (C0),1.00 Miles  ,1.01 Miles  ,,"3,175",Rosedale,,29,1960,11422
Queens,25306 Craft Ave,Three Families (C0),1.02 Miles  ,0.99 Miles  ,,"3,175",Rosedale,,29,1960,11422
Queens,25728 147th Ave,Two Family Converted from One Family (B3),0.68 Miles  ,0.88 Miles  ,,"4,600",Rosedale,,29,1960,11422
Queens,25816 147th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.72 Miles  ,0.92 Miles  ,,"3,690",Rosedale,,29,1960,11422
Queens,25555 147th Dr,Two Family Frame (B2),0.70 Miles  ,0.88 Miles  ,,"2,682",Rosedale,,29,2006,11422
Queens,25545 147th Dr,Two Family Frame (B2),0.69 Miles  ,0.86 Miles  ,,"2,925",Rosedale,,29,2003,11422
Queens,25540 147th Rd,One Story - Permanent Living Quarter (A2),0.67 Miles  ,0.84 Miles  ,,"4,346",Rosedale,,29,1945,11422
Queens,25548 147th Rd,Two Family Frame (B2),0.68 Miles  ,0.86 Miles  ,,"3,863",Rosedale,,29,1945,11422
Queens,14765 Weller Ln,Two Family Frame (B2),0.68 Miles  ,0.82 Miles  ,,"5,250",Rosedale,,29,1965,11422
Queens,25524-25526 148th Ave,Two Family Frame (B2),0.73 Miles  ,0.87 Miles  ,,"3,000",Rosedale,,29,2005,11422
Queens,25536 148th Ave,Two Family Frame (B2),0.74 Miles  ,0.89 Miles  ,,"4,000",Rosedale,,29,1960,11422
Queens,25535 148th Rd,Two Family Frame (B2),0.75 Miles  ,0.90 Miles  ,,"4,000",Rosedale,,29,1960,11422
Queens,25515 148th Rd,One Story - Permanent Living Quarter (A2),0.73 Miles  ,0.87 Miles  ,,"4,000",Rosedale,,29,1960,11422
Queens,25519 149th Ave,Two Family Frame (B2),0.82 Miles  ,0.93 Miles  ,,"2,470",Rosedale,,29,1960,11422
Queens,25554 149th Ave,Two Family Frame (B2),0.89 Miles  ,1.01 Miles  ,,"2,975",Rosedale,,29,1960,11422
Queens,25531 149th Rd,Two Family Frame (B2),0.88 Miles  ,0.99 Miles  ,,"2,975",Rosedale,,29,1960,11422
Queens,25733 147th Dr,Two Family Frame (B2),0.75 Miles  ,0.94 Miles  ,,"3,300",Rosedale,,29,1970,11422
Queens,14764 259th St,Two Family Frame (B2),0.81 Miles  ,1.00 Miles  ,,"2,665",Rosedale,,29,2005,11422
Queens,25705 148th Rd,Three Families (C0),0.79 Miles  ,0.96 Miles  ,,"2,655",Rosedale,,29,1973,11422
Queens,25723 148th Dr,One Story - Permanent Living Quarter (A2),0.85 Miles  ,1.01 Miles  ,,"4,000",Rosedale,,29,1950,11422
Queens,25708 148th Dr,Two Family Converted from One Family (B3),0.86 Miles  ,1.00 Miles  ,,"4,000",Rosedale,,29,1955,11422
Queens,25736 148th Dr,Two Family Converted from One Family (B3),0.89 Miles  ,1.05 Miles  ,,"4,000",Rosedale,,29,1955,11422
Queens,25756 148th Dr,One Story - Permanent Living Quarter (A2),0.91 Miles  ,1.08 Miles  ,,"5,000",Rosedale,,29,1955,11422
Queens,25749 149th Ave,One Family Attached or Semi-Detached (A5),0.93 Miles  ,1.09 Miles  ,,"2,467",Rosedale,,29,1960,11422
Queens,25731 149th Ave,One Family Attached or Semi-Detached (A5),0.90 Miles  ,1.05 Miles  ,,"2,800",Rosedale,,29,1955,11422
Queens,25710 149th Ave,One Family Attached or Semi-Detached (A5),0.90 Miles  ,1.04 Miles  ,,"2,500",Rosedale,,29,1955,11422
Queens,25748 149th Ave,One Family Attached or Semi-Detached (A5),0.95 Miles  ,1.10 Miles  ,,"2,500",Rosedale,,29,1950,11422
Queens,14941 Weller Ln,Two Family Frame (B2),0.92 Miles  ,1.00 Miles  ,,"2,900",Rosedale,,29,1950,11422
Queens,14952 256th St,Three Families (C0),0.95 Miles  ,1.03 Miles  ,,"3,000",Rosedale,,29,1950,11422
Queens,14937 256th St,Two Family Frame (B2),0.93 Miles  ,1.03 Miles  ,,"2,900",Rosedale,,29,1960,11422
Queens,14935 256th St,Two Family Frame (B2),0.93 Miles  ,1.03 Miles  ,,"2,900",Rosedale,,29,1960,11422
Queens,14968 257th St,Two Family Frame (B2),1.00 Miles  ,1.08 Miles  ,,"2,500",Rosedale,,29,1960,11422
Queens,14969 257th St,Two Family Frame (B2),1.01 Miles  ,1.11 Miles  ,,"5,400",Rosedale,,29,1960,11422
Queens,14941 257th St,Two Family Frame (B2),0.96 Miles  ,1.07 Miles  ,,"2,900",Rosedale,,29,1960,11422
Queens,25812 Craft Ave,Three Families (C0),1.05 Miles  ,1.17 Miles  ,,"6,996",Rosedale,,29,1960,11422
Queens,25708 Craft Ave,Three Families (C0),1.04 Miles  ,1.14 Miles  ,,"3,167",Rosedale,,29,1960,11422
Queens,25616 Craft Ave,Two Family Frame (B2),1.02 Miles  ,1.10 Miles  ,,"2,892",Rosedale,,29,1960,11422
Queens,25614 Craft Ave,Two Family Frame (B2),1.02 Miles  ,1.10 Miles  ,,"2,592",Rosedale,,29,1960,11422
Queens,25604 Craft Ave,Two Family Frame (B2),1.02 Miles  ,1.09 Miles  ,,"2,592",Rosedale,,29,1960,11422
Queens,25706 Craft Ave,Three Families (C0),1.04 Miles  ,1.13 Miles  ,,"3,167",Rosedale,,29,1960,11422
Queens,25857 Francis Lewis Blvd,Special Condominium Billing Lot (R0),0.80 Miles  ,1.00 Miles  ,,"33,000",Rosedale,,29,1992,11422
Queens,25959 147th Dr,Two Family Frame (B2),0.88 Miles  ,1.08 Miles  ,,"5,060",Rosedale,,29,1965,11422
Queens,25950 147th Dr,One Story - Permanent Living Quarter (A2),0.89 Miles  ,1.09 Miles  ,,"3,654",Rosedale,,29,1960,11422
Queens,25937 Francis Lewis Blvd,Two Family Converted from One Family (B3),0.90 Miles  ,1.10 Miles  ,,"5,456",Rosedale,,29,1915,11422
Queens,25951 Francis Lewis Blvd,Two Family Converted from One Family (B3),0.93 Miles  ,1.13 Miles  ,,"2,460",Rosedale,,29,1925,11422
Queens,25942 148th Ave,Two Family Converted from One Family (B3),0.91 Miles  ,1.10 Miles  ,,"4,512",Rosedale,,29,1952,11422
Queens,25915 148th Dr,Two Family Frame (B2),0.92 Miles  ,1.09 Miles  ,,"3,900",Rosedale,,29,1955,11422
Queens,25936 148th Rd,Two Family Frame (B2),0.94 Miles  ,1.12 Miles  ,,"4,000",Rosedale,,29,2005,11422
Queens,25964 148th Rd,Two Family Frame (B2),0.97 Miles  ,1.16 Miles  ,,"4,000",Rosedale,,29,1993,11422
Queens,25967 148th Dr,Two Family Frame (B2),0.99 Miles  ,1.18 Miles  ,,"4,000",Rosedale,,29,1935,11422
Queens,25953 148th Dr,Two Family Frame (B2),0.97 Miles  ,1.16 Miles  ,,"4,000",Rosedale,,29,1960,11422
