borough,building_addr,building_class,closest_fire_station,closest_police_station,commerical_units,lot_size,neighborhood,residential_units,school_district,year_built,zipcode
Queens,7110 Beach Channel Dr,All Parking Garages (G1),0.62 Miles  ,0.91 Miles  ,,"10,651",Arverne,,27,1984,11692
Queens,139 Beach 61 St,Miscellaneous Two Family (B9),0.15 Miles  ,1.36 Miles  ,,"2,304",Arverne,,27,1970,11692
Queens,3238 153rd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.43 Miles  ,0.89 Miles  ,,"4,000",Murray Hill,,25,1930,11354
Queens,11950 233rd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.31 Miles  ,0.46 Miles  ,,"4,000",Cambria Heights,,29,1940,11411
Queens,25022 41st Rd,Garage - Residential Tax Class 1 (G0),0.40 Miles  ,1.70 Miles  ,,"2,107",Little Neck,,26,1915,11363
Queens,18914 Northern Blvd,Unlicensed Parking Lot (G7),0.43 Miles  ,1.20 Miles  ,,"23,486",Auburndale,,25,,11358
Queens,19120 Northern Blvd,One Story Retail Building (K1),0.40 Miles  ,1.13 Miles  ,,"27,680",Auburndale,,25,1947,11358
Queens,340 Beach 89 St,One Family Attached or Semi-Detached (A5),1.36 Miles  ,0.20 Miles  ,,"2,208",Rockaway Beach,,27,1960,11693
Bronx,685 E 221st St,Three Families (C0),0.63 Miles  ,0.76 Miles  ,,"2,915",Olinville,,11,2002,10467
Queens,1717 166th St,Two Family Brick (B1),1.08 Miles  ,0.16 Miles  ,,"5,000",Whitestone,,25,1940,11357
Queens,8716 Woodhaven Blvd,Office with Apartments Only (No Commercial) (O8),0.33 Miles  ,0.98 Miles  ,,"2,342",Woodhaven,,27,1940,11421
Queens,6468 80th Ave,Two Family Converted from One Family (B3),0.35 Miles  ,0.60 Miles  ,,"2,166",Glendale,,24,1925,11385
Queens,11932 220th St,One Story - Permanent Living Quarter (A2),0.67 Miles  ,1.88 Miles  ,,"4,000",Cambria Heights,,29,1930,11411
Bronx,375 E 158th St,Three Families (C0),0.15 Miles  ,0.22 Miles  ,,"2,220",Melrose,,7,2002,10451
Queens,3058 79th St,Three Families (C0),0.29 Miles  ,0.70 Miles  ,,"1,110",East Elmhurst,,30,1985,11370
Queens,16854 118th Ave,One Story - Permanent Living Quarter (A2),0.67 Miles  ,0.28 Miles  ,,"3,000",Jamaica,,28,1920,11434
Queens,11271 Dillon St,Two Family Brick (B1),0.39 Miles  ,0.83 Miles  ,,"5,072",Jamaica,,28,1998,11433
Queens,17405 140th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.61 Miles  ,0.71 Miles  ,,"4,000",Rochdale,,28,1920,11434
Queens,11418 149th Ave,Two Family Converted from One Family (B3),1.00 Miles  ,1.13 Miles  ,,"4,000",South Ozone Park,,27,1940,11420
Queens,3939 60th St,Cape Cod (A0),0.39 Miles  ,1.18 Miles  ,,"2,100",Woodside,,30,1920,11377
Bronx,1385 Teller Ave,Three Families (C0),0.24 Miles  ,0.49 Miles  ,,"1,615",Mount Eden,,9,2004,10456
Bronx,1246 Grant Ave,Three Families (C0),0.05 Miles  ,0.33 Miles  ,,"3,625",Concourse Village,,9,2003,10456
Bronx,1248 Grant Ave,Three Families (C0),0.05 Miles  ,0.33 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1250 Grant Ave,Three Families (C0),0.05 Miles  ,0.33 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1252 Grant Ave,Three Families (C0),0.04 Miles  ,0.33 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1254 Grant Ave,Three Families (C0),0.04 Miles  ,0.32 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1256 Grant Ave,Three Families (C0),0.04 Miles  ,0.32 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1258 Grant Ave,Three Families (C0),0.03 Miles  ,0.32 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1260 Grant Ave,Three Families (C0),0.03 Miles  ,0.32 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1262 Grant Ave,Three Families (C0),0.02 Miles  ,0.32 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1264 Grant Ave,Three Families (C0),0.02 Miles  ,0.32 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1266 Grant Ave,Three Families (C0),0.01 Miles  ,0.32 Miles  ,,"3,176",Concourse Village,,9,2003,10456
Bronx,1268 Grant Ave,Three Families (C0),0.01 Miles  ,0.31 Miles  ,,"3,176",Concourse Village,,9,2003,10456
Bronx,1270 Grant Ave,Three Families (C0),0.00 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1272 Grant Ave,Three Families (C0),0.00 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1274 Grant Ave,Three Families (C0),0.44 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1276 Grant Ave,Three Families (C0),0.44 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1278 Grant Ave,Three Families (C0),0.45 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1280 Grant Ave,Three Families (C0),0.00 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1282 Grant Ave,Three Families (C0),0.01 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1284 Grant Ave,Three Families (C0),0.01 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1286 Grant Ave,Three Families (C0),0.01 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1288 Grant Ave,Three Families (C0),0.02 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1290 Grant Ave,Three Families (C0),0.02 Miles  ,0.31 Miles  ,,"2,070",Concourse Village,,9,2003,10456
Bronx,1292 Grant Ave,Three Families (C0),0.03 Miles  ,0.30 Miles  ,,"3,625",Concourse Village,,9,2003,10456
Queens,15412 134th Ave,One Story - Permanent Living Quarter (A2),0.72 Miles  ,0.68 Miles  ,,"4,400",Rochdale,,27,1940,11434
Bronx,800 Courtlandt Ave,Three Families (C0),0.16 Miles  ,0.25 Miles  ,,"2,200",Melrose,,7,2002,10451
Queens,11534 166th St,Two Family Converted from One Family (B3),0.40 Miles  ,0.59 Miles  ,,"3,000",Jamaica,,28,1930,11434
Queens,1208 Channing Rd,Two Family Converted from One Family (B3),0.46 Miles  ,0.29 Miles  ,,"5,000",Far Rockaway,,27,1930,11691
Brooklyn,325 Shepherd Ave,Three Families (C0),0.43 Miles  ,0.40 Miles  ,,"2,000",East New York,,19,1899,11208
Bronx,131 White Plains Rd,Two Family Frame (B2),1.22 Miles  ,1.23 Miles  ,,"1,590",Clason Point,,8,2002,10473
Queens,13786 Sloan St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.72 Miles  ,0.99 Miles  ,,"3,450",Springfield Gardens,,29,1925,11413
Queens,8531 Little Neck Pkwy,Cape Cod (A0),0.78 Miles  ,1.31 Miles  ,,"4,000",26,,1,1945,11001
Queens,424 Beach 65 St,Three Families (C0),0.31 Miles  ,1.26 Miles  ,,"4,000",Arverne,,27,1910,11692
Bronx,369 E 158th St,Three Families (C0),0.16 Miles  ,0.23 Miles  ,,"2,216",Melrose,,7,2002,10451
Queens,8915 160th Ave,One Story - Permanent Living Quarter (A2),1.44 Miles  ,1.72 Miles  ,,"3,600",Rockwood Park,,27,1965,11414
Queens,11516 158th St,Two Family Converted from One Family (B3),0.58 Miles  ,0.71 Miles  ,,"2,650",Jamaica,,28,1920,11434
Queens,15041 118th Ave,Two Family Converted from One Family (B3),0.49 Miles  ,0.72 Miles  ,,"2,425",Jamaica,,27,1925,11434
Queens,14928 257th St,Two Family Frame (B2),0.92 Miles  ,1.03 Miles  ,,"3,000",Rosedale,,29,1960,11422
Queens,3240 33rd St,Four Families (C3),0.52 Miles  ,0.52 Miles  ,,"2,375",South Astoria,,30,1924,11106
Queens,12007 226th St,One Story - Permanent Living Quarter (A2),0.99 Miles  ,0.18 Miles  ,,"4,000",Cambria Heights,,29,1950,11411
Queens,13331 233rd St,Two Family Brick (B1),0.79 Miles  ,0.15 Miles  ,,"2,000",Laurelton,,29,1960,11422
Queens,3048 78th St,One Family Attached or Semi-Detached (A5),0.33 Miles  ,0.75 Miles  ,,"2,000",East Elmhurst,,30,1955,11370
Queens,114103 229th St,Cape Cod (A0),1.29 Miles  ,0.00 Miles  ,,"4,000",Cambria Heights,,29,1945,11411
Queens,10224 164th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.31 Miles  ,0.27 Miles  ,,"1,600",Hamilton Beach,,27,2005,11414
Queens,22411 147th Ave,Two Family Frame (B2),0.32 Miles  ,1.68 Miles  ,,"3,792",Brookville,,29,1965,11413
Bronx,1800 Palisade Pl,Two Family Brick (B1),0.17 Miles  ,0.89 Miles  ,,"2,556",Morris Heights,,9,1920,10453
Queens,4141 43rd St,Elevator Apartments Cooperatives Building (Other than Condominiums) (XD4),0.34 Miles  ,0.50 Miles  ,,"18,050",Sunnyside,,30,1930,11104
Queens,24108 147th Rd,One Story - Permanent Living Quarter (A2),0.56 Miles  ,0.44 Miles  ,,"4,000",Rosedale,,29,1950,11422
Queens,3250 47th St,Three Families (C0),0.68 Miles  ,0.56 Miles  ,,"1,800",South Astoria,,30,1930,11103
Queens,16904 140th Ave,Two Family Brick (B1),0.74 Miles  ,0.63 Miles  ,,"3,424",Rochdale,,28,2008,11434
Queens,25322 148th Dr,Two Family Frame (B2),0.75 Miles  ,0.82 Miles  ,,"3,325",Rosedale,,29,1970,11422
Queens,2165 23rd St,Two Family Brick (B1),0.51 Miles  ,0.73 Miles  ,,"1,800",Ditmars - Steinway,,30,1935,11105
Queens,8506 A 57th Rd,Three Families (C0),0.36 Miles  ,0.98 Miles  ,,"1,935",Elmhurst,,24,1965,11373
Queens,130 Beach 61 St,Miscellaneous Two Family (B9),0.15 Miles  ,1.39 Miles  ,,"3,135",Arverne,,27,1970,11692
Queens,14318 232nd St,One Family Attached or Semi-Detached (A5),0.19 Miles  ,1.89 Miles  ,,"2,008",Brookville,,29,1940,11413
Queens,7409 74th St,Three Families (C0),0.74 Miles  ,1.09 Miles  ,,"2,319",Astoria Heights / Upper Ditmars,,30,1970,11370
Queens,10522 Cross Bay Blvd,Primarily One Family with One Store or Office (S1),0.24 Miles  ,0.31 Miles  ,,"1,600",Ozone Park,,27,1920,11417
Queens,25902 148th Ave,Two Family Converted from One Family (B3),0.86 Miles  ,1.04 Miles  ,,"4,000",Rosedale,,29,1950,11422
Queens,3245 104th St,Three Families (C0),0.36 Miles  ,0.57 Miles  ,,"2,000",East Elmhurst,,24,1920,11369
Queens,16410-16440 Willets Point Blvd,Walk-up Cooperative Building (Other than Condominiums) (XC6),0.96 Miles  ,0.13 Miles  ,,"149,200",Whitestone,,25,1952,11357
Queens,13104 140th St,Two Family Frame (B2),0.32 Miles  ,1.34 Miles  ,,"2,000",South Ozone Park,,27,2005,11436
Queens,14450 158th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.00 Miles  ,1.05 Miles  ,,"1,950",Springfield Gardens,,29,1925,11434
Queens,24923 Rockaway Blvd,Stand Alone Food Establishment (K5),1.75 Miles  ,0.54 Miles  ,,"31,000",Rosedale,,29,1990,11422
Queens,25225 Rockaway Blvd,Unlicensed Parking Lot (G7),1.86 Miles  ,0.39 Miles  ,,"53,400",Rosedale,,29,,11422
Queens,25301 Rockaway Blvd,Unlicensed Parking Lot (G7),1.80 Miles  ,0.49 Miles  ,,"26,750",Rosedale,,29,,11422
Queens,7504 156th Ave,Two Family Brick (B1),0.66 Miles  ,1.37 Miles  ,,"3,407",Lindenwood,,27,1997,11414
Brooklyn,2156 A Fulton St,Four Families (C3),0.31 Miles  ,0.48 Miles  ,,"2,000",Ocean Hill,,23,1910,11233
Queens,13458 Bedell St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.77 Miles  ,0.62 Miles  ,,"3,795",Rochdale,,28,1920,11434
Queens,5533 Hamilton Pl,Three Families (C0),0.18 Miles  ,1.54 Miles  ,,"1,536",Maspeth,,24,1960,11378
Queens,3541 162nd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.50 Miles  ,1.22 Miles  ,,"6,000",Murray Hill,,25,1905,11358
Brooklyn,4623 Glendale CT,Two Family Converted from One Family (B3),1.00 Miles  ,0.64 Miles  ,,"3,515",East Flatbush,,22,1935,11234
Queens,14487 167th St,One Story - Permanent Living Quarter (A2),0.78 Miles  ,1.03 Miles  ,,"4,002",Springfield Gardens,,29,1960,11434
Queens,14232 Bascom Ave,Two Family Frame (B2),0.12 Miles  ,1.17 Miles  ,,"6,240",South Ozone Park,,27,1996,11436
Queens,8402 101st Ave,Two Family Brick (B1),0.48 Miles  ,0.79 Miles  ,,"2,035",Ozone Park,,27,1960,11416
Queens,3737 93rd St,Two Family Frame (B2),0.48 Miles  ,0.35 Miles  ,,"2,200",Jackson Heights,,24,1925,11372
Queens,2341 31st Dr,Three Families (C0),0.18 Miles  ,0.70 Miles  ,,"2,442",South Astoria,,30,1925,11106
Queens,14511 228th St,One Story - Permanent Living Quarter (A2),0.44 Miles  ,1.74 Miles  ,,"4,000",Brookville,,29,1955,11413
Brooklyn,546 Kingston Ave,One Story Retail Building (K1),0.52 Miles  ,0.25 Miles  ,,"20,300",Wingate,,17,1924,11225
Queens,13310 133rd Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.64 Miles  ,1.68 Miles  ,,"2,000",South Ozone Park,,27,1915,11420
Queens,13149 228th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.99 Miles  ,1.80 Miles  ,,"3,200",Laurelton,,29,1940,11413
Queens,25956 148th Rd,Two Family Frame (B2),0.96 Miles  ,1.15 Miles  ,,"4,000",Rosedale,,29,1997,11422
Queens,13168 232nd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.90 Miles  ,0.10 Miles  ,,"3,800",Laurelton,,29,1925,11413
Queens,519 126th St,Cape Cod (A0),0.57 Miles  ,0.27 Miles  ,,"2,220",College Point,,25,1925,11356
Queens,14119 180th St,Two Family Frame (B2),0.47 Miles  ,0.88 Miles  ,,"4,000",Rochdale,,29,1950,11434
Queens,14016 184th St,Two Family Brick (B1),0.55 Miles  ,0.93 Miles  ,,"3,515",Rochdale,,29,1950,11413
Queens,9620 161st Ave,One Story - Permanent Living Quarter (A2),1.80 Miles  ,1.81 Miles  ,,"4,000",Old Howard Beach,,27,1950,11414
Bronx,3828 B Barnes Ave,One Family Attached or Semi-Detached (A5),0.65 Miles  ,0.63 Miles  ,,"1,946",Williamsbridge,,11,1950,10467
Brooklyn,163-165 Bay 43 St,Five to Six Families (C2),0.47 Miles  ,1.03 Miles  ,,"3,867",Gravesend,,21,1931,11214
Queens,14571 223rd St,Two Family Converted from One Family (B3),0.20 Miles  ,1.56 Miles  ,,"3,800",Brookville,,29,1930,11413
Queens,24327 131st Rd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.04 Miles  ,0.58 Miles  ,,"4,120",Rosedale,,29,1989,11422
Queens,11539 Merrick Blvd,One Story Retail Building (K1),0.36 Miles  ,0.61 Miles  ,,"2,323",Saint Albans,,29,2007,11434
Queens,336 Beach 44 St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.69 Miles  ,1.43 Miles  ,,"2,873",Far Rockaway,,27,1920,11691
Queens,12120 198th St,One Story - Permanent Living Quarter (A2),0.42 Miles  ,1.38 Miles  ,,"3,610",Saint Albans,,29,1945,11413
Queens,11714 196th St,Two Family Brick (B1),0.01 Miles  ,1.34 Miles  ,,"4,200",Saint Albans,,29,1955,11412
Queens,15068 116th Dr,Large Suburban Residence (A3),0.58 Miles  ,0.70 Miles  ,,"3,900",Jamaica,,27,1940,11434
Queens,25014 Hook Creek Blvd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.56 Miles  ,0.74 Miles  ,,"5,732",Rosedale,,29,2005,11422
Queens,25949 149th Ave,Two Family Frame (B2),1.00 Miles  ,1.18 Miles  ,,"3,900",Rosedale,,29,1950,11422
Manhattan,163 E 81st St,Elevator Apartments Cooperatives Building (Other than Condominiums) (XD4),0.18 Miles  ,0.70 Miles  ,,"8,085",Carnegie Hill,,2,1927,10028
Queens,12001 230th St,One Story - Permanent Living Quarter (A2),1.19 Miles  ,0.34 Miles  ,,"4,000",Cambria Heights,,29,1945,11411
Queens,13323 135th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.67 Miles  ,1.70 Miles  ,,"2,730",South Ozone Park,,27,1930,11420
Queens,13847 233rd St,Two Family Converted from One Family (B3),0.29 Miles  ,0.06 Miles  ,,"3,142",Laurelton,,29,1925,11422
Queens,12830 140th St,Two Family Converted from One Family (B3),0.29 Miles  ,1.33 Miles  ,,"5,605",South Ozone Park,,27,1920,11436
Queens,15807 137th Ave,Two Family Frame (B2),0.92 Miles  ,0.60 Miles  ,,"4,000",Rochdale,,27,1955,11434
Queens,10713 37th Dr,Three Families (C0),0.52 Miles  ,0.72 Miles  ,,"3,125",Corona,,24,1915,11368
Queens,9021 54th Ave,Two Family Converted from One Family (B3),0.34 Miles  ,0.50 Miles  ,,"2,505",Elmhurst,,24,1930,11373
Brooklyn,245 Hendrix St,Miscellaneous Garage or Gas Station (G9),0.11 Miles  ,0.54 Miles  ,,"1,500",East New York,,19,1994,11207
Queens,10451 113th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.25 Miles  ,0.59 Miles  ,,"2,266",South Ozone Park,,27,1920,11419
Queens,11760 166th St,One Family Attached or Semi-Detached (A5),0.67 Miles  ,0.30 Miles  ,,"4,000",Jamaica,,28,2003,11434
Queens,11514 173rd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.34 Miles  ,0.67 Miles  ,,"3,600",Saint Albans,,29,1925,11434
Queens,1360 Beach Channel Dr,Three Families (C0),0.15 Miles  ,0.34 Miles  ,,"2,438",Far Rockaway,,27,2005,11691
Queens,7527 Juniper Valley Rd,One Family Attached or Semi-Detached (A5),0.26 Miles  ,1.11 Miles  ,,"2,736",Middle Village,,24,1945,11379
Brooklyn,110 Court St,Theatre in Mixed-Use Building (J5),0.29 Miles  ,0.55 Miles  ,,"17,825",Downtown Brooklyn,,15,1999,11201
Brooklyn,2522 W 3rd St,Auto Body/Collision or Auto Repair (G2),0.72 Miles  ,0.75 Miles  ,,"4,000",Gravesend,,21,1931,11223
Queens,14722 Weller Ln,One Family Attached or Semi-Detached (A5),0.58 Miles  ,0.74 Miles  ,,"4,200",Rosedale,,29,1960,11422
Queens,11718 219th St,Two Family Converted from One Family (B3),0.73 Miles  ,0.16 Miles  ,,"4,000",Cambria Heights,,29,1945,11411
Queens,14523 111th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.57 Miles  ,1.26 Miles  ,,"4,574",Jamaica,,28,1925,11435
Queens,306 Seagirt Ave,Miscellaneous Two Family (B9),0.67 Miles  ,0.68 Miles  ,,"6,600",Far Rockaway,,27,1935,11691
Queens,2022 Stanhope St,Two Family Frame (B2),0.27 Miles  ,0.90 Miles  ,,"2,200",Ridgewood,,24,1920,11385
Brooklyn,145 Leonard St,Over Six Families without Stores (C1),0.69 Miles  ,1.29 Miles  ,,"2,467",Williamsburg,,14,2004,11206
Brooklyn,143 Leonard St,Over Six Families without Stores (C1),0.69 Miles  ,1.29 Miles  ,,"2,500",Williamsburg,,14,2004,11206
Queens,3444 65th St,Three Families (C0),0.72 Miles  ,1.22 Miles  ,,"2,000",Woodside,,30,1930,11377
Queens,149 Beach 138 St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.04 Miles  ,0.34 Miles  ,,"6,000",Belle Harbor,,27,1915,11694
Queens,176 Beach 60 St,Two Family Brick (B1),0.05 Miles  ,1.44 Miles  ,,"3,088",Arverne,,27,2000,11692
Queens,14513-14515 226th St,Two Family Frame (B2),0.34 Miles  ,1.65 Miles  ,,"2,205",Brookville,,29,2000,11413
Queens,12045 237th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.53 Miles  ,0.59 Miles  ,,"4,100",Cambria Heights,,29,1950,11411
Brooklyn,3807 Highland Ave,Large Suburban Residence (A3),0.76 Miles  ,1.63 Miles  ,,"5,164",Sea Gate,,21,2002,11224
Queens,2359 Brookhaven Ave,Two Family Frame (B2),1.58 Miles  ,0.54 Miles  ,,"3,562",Far Rockaway,,27,1955,11691
Brooklyn,5 N 11th St,Other Miscellaneous (Z9),0.67 Miles  ,0.45 Miles  ,,"59,600",Williamsburg,,14,,11249
Brooklyn,16 N 11th St,Fireproof Warehouse (E1),0.61 Miles  ,0.45 Miles  ,,"147,343",Williamsburg,,14,1999,11249
Queens,2512 95th St,Two Family Brick (B1),0.29 Miles  ,0.47 Miles  ,,"3,000",East Elmhurst,,30,2002,11369
Queens,4408 Norton Ave,Summer Cottage (A6),0.78 Miles  ,1.40 Miles  ,,"1,600",Far Rockaway,,27,1925,11691
Brooklyn,1336 E 95th St,Two Family Frame (B2),0.59 Miles  ,0.73 Miles  ,,"2,741",Canarsie,,18,2003,11236
Queens,19903 119th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.19 Miles  ,1.47 Miles  ,,"2,500",Saint Albans,,29,1925,11412
Queens,25712 149th Ave,One Family Attached or Semi-Detached (A5),0.91 Miles  ,1.04 Miles  ,,"2,500",Rosedale,,29,1950,11422
Queens,470 Beach 67 St,Two Family Frame (B2),0.44 Miles  ,1.20 Miles  ,,"4,000",Arverne,,27,1950,11692
Queens,2429 Bayswater Ave,Two Family Frame (B2),1.62 Miles  ,0.75 Miles  ,,"3,995",Far Rockaway,,27,1950,11691
Queens,11952 Nashville Blvd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.43 Miles  ,1.70 Miles  ,,"5,700",Saint Albans,,29,1955,11412
Queens,25319 Craft Ave,Four Families (C3),0.98 Miles  ,0.96 Miles  ,,"3,180",Rosedale,,29,1971,11422
Manhattan,199 Chrystie St,Fireproof Warehouse (E1),0.22 Miles  ,0.36 Miles  ,,"2,500",Lower East Side,,1,1920,10002
Queens,22011 138th Rd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.77 Miles  ,1.29 Miles  ,,"5,000",Laurelton,,29,1930,11413
Queens,10818 39th Ave,Two Family Converted from One Family (B3),0.50 Miles  ,0.73 Miles  ,,"3,125",Corona,,24,1925,11368
Queens,11843 234th St,One Story - Permanent Living Quarter (A2),1.40 Miles  ,0.60 Miles  ,,"3,842",Cambria Heights,,29,1945,11411
Brooklyn,642 E 23rd St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.26 Miles  ,0.83 Miles  ,,"5,000",Midwood,,22,1920,11210
Queens,11514 9th Ave,Three Families (C0),0.30 Miles  ,0.32 Miles  ,,"3,000",College Point,,25,1965,11356
Queens,13353 128th St,Cape Cod (A0),0.91 Miles  ,1.73 Miles  ,,"3,093",South Ozone Park,,27,1950,11420
Queens,9972 Rau CT,One Story - Permanent Living Quarter (A2),0.17 Miles  ,0.14 Miles  ,,"1,250",Hamilton Beach,,27,1920,11414
Brooklyn,517 Putnam Ave,Three Families (C0),0.25 Miles  ,0.28 Miles  ,,"2,000",Bedford-Stuyvesant,,13,2004,11221
Queens,22720 137th Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.64 Miles  ,1.66 Miles  ,,"5,000",Laurelton,,29,1925,11413
Queens,11612 Marsden St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.50 Miles  ,0.51 Miles  ,,"2,522",Jamaica,,28,2003,11434
Queens,13165 229th St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.94 Miles  ,1.84 Miles  ,,"3,700",Laurelton,,29,1940,11413
Queens,115104 227th St,One Family Attached or Semi-Detached (A5),1.17 Miles  ,0.20 Miles  ,,"2,100",Cambria Heights,,29,1935,11411
Queens,10209 Burlingame CT,One Story - Permanent Living Quarter (A2),0.22 Miles  ,0.19 Miles  ,,"1,920",Hamilton Beach,,27,1930,11414
Queens,24024 141st Ave,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.06 Miles  ,0.26 Miles  ,,"3,000",Rosedale,,29,1925,11422
Queens,2052 36th St,Three Families (C0),0.35 Miles  ,0.73 Miles  ,,"1,840",Ditmars - Steinway,,30,1980,11105
Queens,14835 230th Pl,Two Family Frame (B2),0.69 Miles  ,0.16 Miles  ,,"2,400",Rosedale,,29,1997,11413
Queens,8131 Woodhaven Blvd,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.84 Miles  ,1.76 Miles  ,,"2,800",Glendale,,24,1920,11385
Queens,2854 209th Pl,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.79 Miles  ,1.13 Miles  ,,"4,550",Bayside,,26,1950,11360
Queens,13023 225th St,One Family Attached or Semi-Detached (A5),1.02 Miles  ,1.76 Miles  ,,"2,000",Laurelton,,29,1935,11413
Queens,2323 36th St,Miscellaneous Two Family (B9),0.09 Miles  ,0.28 Miles  ,,"2,800",Ditmars - Steinway,,30,1970,11105
Queens,12218 161st Pl,Two Family Frame (B2),0.79 Miles  ,0.23 Miles  ,,"4,000",Jamaica,,27,1950,11434
Queens,4823 92nd St,Three Families (C0),0.46 Miles  ,0.27 Miles  ,,"2,502",Elmhurst,,24,1925,11373
Brooklyn,1262 A Coney Island Ave,School Site or Yard (V5),0.49 Miles  ,0.46 Miles  ,,"2,000",Midwood,,21,,11230
Brooklyn,1264 Coney Island Ave,"Parochial School, Yeshiva (W2)",0.49 Miles  ,0.46 Miles  ,,"8,000",Midwood,,21,1935,11230
Queens,186 Beach 135 St,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.85 Miles  ,0.17 Miles  ,,"6,000",Belle Harbor,,27,1920,11694
Queens,13415 134th Ave,Cape Cod (A0),0.60 Miles  ,1.64 Miles  ,,"4,600",South Ozone Park,,27,1945,11420
Queens,17905 145th Dr,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.31 Miles  ,1.15 Miles  ,,"4,000",Springfield Gardens,,29,1920,11434
Queens,11708 Rockaway Blvd,Primarily Two Family with One Store or Office (S2),0.54 Miles  ,1.08 Miles  ,,"2,238",South Ozone Park,,27,1930,11420
Brooklyn,45 Canton CT,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",1.19 Miles  ,0.16 Miles  ,,"1,800",Gerritsen Beach,,22,2004,11229
Queens,1202 Plainview Ave,Two Family Converted from One Family (B3),0.34 Miles  ,0.38 Miles  ,,"1,950",Far Rockaway,,27,1940,11691
Queens,1729 Menahan St,Three Families (C0),0.23 Miles  ,0.53 Miles  ,,"2,200",Ridgewood,,24,1910,11385
Queens,217 Beach 31 St,Four Families (C3),1.28 Miles  ,0.89 Miles  ,,"2,765",Far Rockaway,,27,1934,11691
Queens,3335 200th St,One Family Attached or Semi-Detached (A5),0.26 Miles  ,1.12 Miles  ,,"1,842",Bayside,,26,1930,11361
Queens,13308 135th Pl,"Two Stories Detached (Small or Moderate Size, With or Without Attic) (A1)",0.54 Miles  ,1.56 Miles  ,,"2,067",South Ozone Park,,27,1930,11420
